Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
26,"C Kim, KI Kang, N Lee","Intergenerational transmissions of mother–adolescent smartphone dependency: the mediating role of negative parenting and the moderating role of gender",2020,"… Journal of Environmental Research and Public …","mdpi.com","https://www.mdpi.com/1660-4601/17/16/5871","https://scholar.google.com/scholar?cites=10868483688229361181&as_sdt=2005&sciodt=2007&hl=en",173,"2026-04-01 00:54:51","HTML","","",,,,,,26,4.33,9,3,6,"… Smartphone dependency is associated with other mental health problems such as depression and anxiety [4,5]. If smartphone dependency and associated mental health problems …","https://www.mdpi.com/1660-4601/17/16/5871","https://scholar.google.com/scholar?q=related:HdYJrFSc1JYJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
239,"D Miller, L Abed Rabho, P Awondo, M de Vries…","The global smartphone: Beyond a youth technology",2021,"","library.oapen.org","https://library.oapen.org/handle/20.500.12657/51795","https://scholar.google.com/scholar?cites=3448786200639711993&as_sdt=2005&sciodt=2007&hl=en",174,"2026-04-01 00:54:51","BOOK","","",,,,,,239,47.80,48,5,5,"… Describing herself as passionately curious about the world, Sato san uses her smartphone to maintain her mental health by doing brain training every day through dedicated apps; she …","https://library.oapen.org/bitstream/handle/20.500.12657/51795/1/9781787359611.pdf","https://scholar.google.com/scholar?q=related:-Spm68aM3C8J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
13,"S Guo, X Zou, Y Tao, Y Lv, X Liu, S Huang","Gender differences in symptom interactions between problematic smartphone use and social anxiety in adolescents: a network analysis",2025,"… Psychiatry and Mental Health","Springer","https://link.springer.com/article/10.1186/s13034-025-00865-w","https://scholar.google.com/scholar?cites=13396411509946352647&as_sdt=2005&sciodt=2007&hl=en",175,"2026-04-01 00:54:51","HTML","10.1186/s13034-025-00865-w","",,,,,,13,13.00,2,6,1,"… [28], potentially linked to heightened social stress and increased social smartphone use [29]. Tending to use mobile phones contributes to poor mental health, especially in females [30]. …","https://link.springer.com/article/10.1186/s13034-025-00865-w","https://scholar.google.com/scholar?q=related:B4ROg0qd6bkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
17,"S Chen, D Qiu, X Li, Q Zhao","Discrepancies in adolescent–parent perceptions of parental phubbing and their relevance to adolescent smartphone dependence: The mediating role of …",2023,"Behavioral Sciences","mdpi.com","https://www.mdpi.com/2076-328X/13/11/888","https://scholar.google.com/scholar?cites=8937377923914444140&as_sdt=2005&sciodt=2007&hl=en",176,"2026-04-01 00:54:51","HTML","","",,,,,,17,5.67,4,4,3,"… to experience symptoms such as depression, poor sleep quality… positively predicts adolescent smartphone addiction, with … not only impacts adolescent smartphone dependence but also …","https://www.mdpi.com/2076-328X/13/11/888","https://scholar.google.com/scholar?q=related:bK1Wmt7xB3wJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1,"H Gu, Z Chen, Y Hu, Y Cheng","From scrolling to self-injury: longitudinal relationship between smartphone addiction and adolescent non-suicidal self-injury",2026,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-026-09148-9","https://scholar.google.com/scholar?cites=4260620030291613663&as_sdt=2005&sciodt=2007&hl=en",177,"2026-04-01 00:54:51","","10.1007/s12144-026-09148-9","",,,,,,1,1.00,0,4,1,"… Therefore, only the depression and anxiety subscales were employed in the present study. … emotions” factor rather than separate anxiety and depression variables. An average score …","","https://scholar.google.com/scholar?q=related:3xdyBFjDIDsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
33,"LC Heathcote, SJ Cunningham, SN Webster…","Smartphone‐based ecological momentary assessment to study “scanxiety” among adolescent and young adult survivors of childhood cancer: a feasibility study",2022,"Psycho …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/pon.5935","https://scholar.google.com/scholar?cites=11563683540021201083&as_sdt=2005&sciodt=2007&hl=en",178,"2026-04-01 00:54:51","","10.1002/pon.5935","",,,,,,33,8.25,8,4,4,"… Scan-related anxiety (“scanxiety”) refers to the fear, stress, and anxiety in anticipation of tests … (EMA) for real-world, real-time capture of scanxiety using patients' personal smartphone. …","https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/pon.5935","https://scholar.google.com/scholar?q=related:u8j-oel0eqAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
7,"NAFM Amin, TNNT Ismail…","Psychosocial Impact of Smartphone Addiction among University Student: A Review",2024,"… Journal of Medicine …","mjmhsojs.upm.edu.my","http://mjmhsojs.upm.edu.my/index.php/mjmhs/article/view/668","https://scholar.google.com/scholar?cites=7888631989471222787&as_sdt=2005&sciodt=2007&hl=en",179,"2026-04-01 00:54:51","","","",,,,,,7,3.50,2,3,2,"… smartphone use and adverse mental health outcomes, including increased levels of … between smartphone addiction and mental health problems such as anxiety, depression and stress …","http://mjmhsojs.upm.edu.my/index.php/mjmhs/article/download/668/849","https://scholar.google.com/scholar?q=related:Axw3qP8Mem0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
105,"SM Bae","The relationship between smartphone use for communication, social capital, and subjective well-being in Korean adolescents: Verification using multiple latent growth …",2019,"Children and youth services review","Elsevier","https://www.sciencedirect.com/science/article/pii/S019074091830776X","https://scholar.google.com/scholar?cites=6319896358689413693&as_sdt=2005&sciodt=2007&hl=en",180,"2026-04-01 00:54:51","","","",,,,,,105,15.00,105,1,7,"… Especially, smartphone use for communication affected subjective well-being fully … to verify the mechanisms of how smartphone usage enhances subjective well-being in early …","","https://scholar.google.com/scholar?q=related:PZr3BEHItFcJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
1,"D Cockerham, T Tyler‐Wood…","An Inquiry‐based Approach to Understanding Well‐being and Smartphone Usage: Constructing Research with Adolescent Students",2024,"Mind, Brain, and Education","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/mbe.12405","https://scholar.google.com/scholar?cites=6989080019302837279&as_sdt=2005&sciodt=2007&hl=en",181,"2026-04-01 00:54:51","","10.1111/mbe.12405","",,,,,,1,0.50,0,3,2,"… Because well-being has been investigated frequently in relation to adolescent smartphone usage and is a component of this study, a brief overview of well-being follows. …","","https://scholar.google.com/scholar?q=related:H2xTcT8z_mAJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
79,"CR Browning, CA Calder, JL Ford…","Understanding racial differences in exposure to violent areas: Integrating survey, smartphone, and administrative data resources",2017,"The Annals of the …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0002716216678167","https://scholar.google.com/scholar?cites=13501675022412324943&as_sdt=2005&sciodt=2007&hl=en",182,"2026-04-01 00:54:51","","10.1177/0002716216678167","",,,,,,79,8.78,20,4,9,"… may influence youth well-being. We employ smartphone GPS data on a sample of urban youth to … We use data from the Adolescent Health and Development in Context study, which …","https://pmc.ncbi.nlm.nih.gov/articles/PMC5567748/pdf/nihms885281.pdf","https://scholar.google.com/scholar?q=related:T6Cm3-WVX7sJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
20,"XY Wei, HY Liang, T Gao, LF Gao…","Preference for smartphone-based internet applications and smartphone addiction among Young Adult Addicts: Gender Difference in Psychological Network",2024,"Social Science …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/08944393231222680","https://scholar.google.com/scholar?cites=10642279623231295496&as_sdt=2005&sciodt=2007&hl=en",183,"2026-04-01 00:54:51","","10.1177/08944393231222680","",,,,,,20,10.00,4,5,2,"… psychological distress (eg, anxiety when leave the smartphones), functional damage (eg, self-control failure for smartphone uses), … Her research focuses on adolescent Internet use and …","","https://scholar.google.com/scholar?q=related:CFAUn-74sJMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
18,"A Giovanelli, TS Karver, KD Roundfield…","The Appa Health App for youth mental health: development and usability study",2023,"JMIR Formative …","formative.jmir.org","https://formative.jmir.org/2023/1/e49998/","https://scholar.google.com/scholar?cites=10340084650505129273&as_sdt=2005&sciodt=2007&hl=en",184,"2026-04-01 00:54:51","HTML","","",,,,,,18,6.00,5,4,3,"… can work with youth with mental health challenges like depression and anxiety and can even … Health is a novel smartphone app aiming to improve the well-being of youth and reduce …","https://formative.jmir.org/2023/1/e49998/","https://scholar.google.com/scholar?q=related:Oc3TnDRcf48J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
18,"JM Sung, YJ Kim","Sex differences in adolescent mental health profiles in South Korea",2020,"Archives of psychiatric nursing","Elsevier","https://www.sciencedirect.com/science/article/pii/S0883941720305574","https://scholar.google.com/scholar?cites=15374871855074153891&as_sdt=2005&sciodt=2007&hl=en",185,"2026-04-01 00:54:51","","","",,,,,,18,3.00,9,2,6,"Accumulating evidence indicates that sex of adolescents is a major factor affecting mental health. This study aimed to compare mental health profiles and longitudinal effects of various …","","https://scholar.google.com/scholar?q=related:o5XYHH6EXtUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
19,"Y Li, X Ma, C Li, C Gu","Self-consistency congruence and smartphone addiction in adolescents: the mediating role of subjective well-being and the moderating role of gender",2021,"Frontiers in psychology","frontiersin.org","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.766392/full","https://scholar.google.com/scholar?cites=287591220829568164&as_sdt=2005&sciodt=2007&hl=en",186,"2026-04-01 00:54:51","HTML","10.3389/fpsyg.2021.766392","",,,,,,19,3.80,5,4,5,"… well-being would mediate the relation between self-consistency congruence and adolescent smartphone … the relationship between adolescent well-being and smartphone addiction. As …","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.766392/full","https://scholar.google.com/scholar?q=related:pDwRDrG6_QMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
